no,type,dims_in,material,block,house,room,street,level_ft,field_no,pdf_page,area,level_dk_ft,phase_estimate
686A,B,1.6x1.55x0.33,Steatite,,,,Bet. Bls. 1 (IV) & 10,-14.9,DK 6847,66,DK,-14.9,Intermediate II
686B,B,0.97x0.95x0.21,Steatite,,,,Bet. Bls. 10 & 12,-14.8,DK 7734,66,DK,-14.8,Intermediate II
686C,B,1.38x1.38x0.38,Steatite,,,,Bet. Bls. 9 (VIII) & 10,-18.1,DK 7665,66,DK,-18.1,Intermediate III
687,B,1.0x0.97x0.26,Steatite,,,,North of DK Area (164),-16.0,DK.H. 10,66,DK-H,-16.0,Intermediate II
688,F,0.8x0.6x0.3,Steatite,,,,North of DK Area (164),-17.8,DK.H. 7,66,DK-H,-17.8,Intermediate II
689,B,1.5x1.46x0.37,Steatite,,,,North of DK Area (164),-18.5,DK.H. 31,66,DK-H,-18.5,Intermediate III
690,B,1.65x0.77x0.39,Steatite,,,,North of DK Area (164),-19.1,DK.H. 64,66,DK-H,-19.1,Intermediate III
691,B,1.22x1.22x0.36,Steatite,,,,North of DK Area (164),-19.3,DK.H. 36,66,DK-H,-19.3,Intermediate III
692,B,0.83x0.80x0.26,Steatite,,,,North of DK Area (164),-22.1,DK.H. 66,66,DK-H,-22.1,Early
693,B,0.9x0.9,Steatite,,,,Surface (SD area),surface,SD 2823,66,SD,,surface
694,B,1.4x1.4x0.35,Steatite,8,,4,,+7.3,SD 2850,67,SD,9.5,Late I
695,B,0.75x0.75x0.25,Steatite,,,,Main St. bet. Bls. 1 & 6,+2.1,SD 2735,67,SD,4.3,Late I
696,B,1.10x1.10x0.2,Steatite,,,,Main St. bet. Bls. 1 & 6,+2.1,SD 2697,67,SD,4.3,Late I
697,F,1.0x0.45x0.29,Steatite,,,,Main St. bet. Bls. 1 & 6,+1.2,SD 3054,67,SD,3.4,Late I
698,B,1.05x1.03x0.3,Steatite,1,,67,,+0.1,SD 3058,67,SD,2.3,Late I
699,D,1.2x0.6x0.25,Steatite,,,,Surface,surface,SD 3162,67,SD,,surface
700,B,0.78x0.78x0.25,Steatite,6,,23,,-1.5,SD 3280,67,SD,0.7,Late I
701,B,0.9x0.9x0.28,Steatite,,,,Street bet. Bls. 1 & 2,-1.1,SD 3192,67,SD,1.1,Late I
702,B,0.18x0.15x0.38,Steatite,6,,13,,-0.8,SD 3226,67,SD,1.4,Late I
703,B,0.49x0.48x0.15,Steatite,10,,7,,-1.1,SD 3130,67,SD,1.1,Late I
704,B,1.1x1.1x0.4,Steatite,6,,30,,-0.7,SD 3295,67,SD,1.5,Late I
